Dato	Time	P_mm_738moh	T_minC_738moh	T_maxC_738moh	Q_Hagabru
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
12.12.2011	00:00:00	2.76	-6.04	-6.04	15.15
13.12.2011	00:00:00	1.35	-3.18	-3.18	15.21
14.12.2011	00:00:00	1.59	-3.18	-3.18	17.76
15.12.2011	00:00:00	0	-1.74	-1.74	15.20
16.12.2011	00:00:00	0.41	-3.31	-3.31	8.59
17.12.2011	00:00:00	0.04	-5.19	-5.19	3.94
18.12.2011	00:00:00	0.15	-9.48	-9.48	4.23
19.12.2011	00:00:00	1.75	-6.88	-6.88	7.13
20.12.2011	00:00:00	3.19	-2.86	-2.86	6.97
21.12.2011	00:00:00	0.43	-10.01	-10.01	3.71
22.12.2011	00:00:00	0.45	-10.21	-10.21	4.24
23.12.2011	00:00:00	3.71	-4.84	-4.84	8.73
24.12.2011	00:00:00	1.75	-3.79	-3.79	9.41
25.12.2011	00:00:00	2.88	-5.22	-5.22	10.19
26.12.2011	00:00:00	6.66	-1.42	-1.42	18.02
27.12.2011	00:00:00	12.85	-1.19	-1.19	32.77
28.12.2011	00:00:00	5.32	-5.31	-5.31	35.97
29.12.2011	00:00:00	1.54	-2.98	-2.98	30.15
30.12.2011	00:00:00	4.42	-3.42	-3.42	23.51
31.12.2011	00:00:00	2	-5.51	-5.51	21.50
1.1.2012	00:00:00	0.74	-9.39	-9.39	20.62
2.1.2012	00:00:00	1.73	-4.46	-4.46	18.42
3.1.2012	00:00:00	1.35	-4.07	-4.07	15.12
4.1.2012	00:00:00	0.47	-5.58	-5.58	16.40
5.1.2012	00:00:00	7.23	-4.90	-4.90	14.88
6.1.2012	00:00:00	3.91	-7.21	-7.21	13.91
7.1.2012	00:00:00	3.84	-7.26	-7.26	12.47
8.1.2012	00:00:00	0.09	-10.12	-10.12	11.86
9.1.2012	00:00:00	0.14	-11.62	-11.62	11.35
10.1.2012	00:00:00	2.52	-4.63	-4.63	15.30
11.1.2012	00:00:00	1.43	-4.15	-4.15	14.85
12.1.2012	00:00:00	6.42	-3.05	-3.05	16.13
13.1.2012	00:00:00	13.04	-4.06	-4.06	16.77
14.1.2012	00:00:00	8.23	-2.36	-2.36	17.38
15.1.2012	00:00:00	6.98	-2.21	-2.21	17.69
16.1.2012	00:00:00	1	0.38	0.38	21.70
17.1.2012	00:00:00	0.33	-2.00	-2.00	25.12
18.1.2012	00:00:00	0.03	-7.98	-7.98	22.92
19.1.2012	00:00:00	2.45	-7.15	-7.15	20.98
20.1.2012	00:00:00	0.02	-10.59	-10.59	17.47
21.1.2012	00:00:00	0	-10.47	-10.47	16.41
22.1.2012	00:00:00	0.32	-10.24	-10.24	16.02
23.1.2012	00:00:00	0.01	-8.71	-8.71	13.90
24.1.2012	00:00:00	0.01	-12.87	-12.87	7.28
25.1.2012	00:00:00	0	-15.10	-15.10	4.70
26.1.2012	00:00:00	0	-12.77	-12.77	7.28
27.1.2012	00:00:00	0.15	-9.09	-9.09	6.68
28.1.2012	00:00:00	0.04	-7.95	-7.95	5.93
29.1.2012	00:00:00	0.01	-9.94	-9.94	4.02
30.1.2012	00:00:00	0.01	-12.20	-12.20	3.61
31.1.2012	00:00:00	0.01	-14.06	-14.06	3.53
1.2.2012	00:00:00	0	-17.25	-17.25	3.48
2.2.2012	00:00:00	0	-17.12	-17.12	2.99
3.2.2012	00:00:00	0.02	-16.28	-16.28	2.24
4.2.2012	00:00:00	2.53	-16.15	-16.15	1.92
5.2.2012	00:00:00	2.38	-14.80	-14.80	2.62
6.2.2012	00:00:00	1.26	-12.91	-12.91	3.96
7.2.2012	00:00:00	3.83	-4.84	-4.84	6.38
8.2.2012	00:00:00	0.03	-7.31	-7.31	3.84
9.2.2012	00:00:00	0.02	-8.68	-8.68	2.89
10.2.2012	00:00:00	0.79	-5.54	-5.54	3.04
11.2.2012	00:00:00	0	-7.45	-7.45	3.34
12.2.2012	00:00:00	4.07	-5.37	-5.37	2.92
13.2.2012	00:00:00	2.42	-4.65	-4.65	3.16
14.2.2012	00:00:00	7.21	-3.67	-3.67	4.18
15.2.2012	00:00:00	10.74	-3.60	-3.60	3.58
16.2.2012	00:00:00	6.14	-5.87	-5.87	3.40
17.2.2012	00:00:00	1.99	-3.35	-3.35	3.11
18.2.2012	00:00:00	1.74	-5.35	-5.35	3.18
19.2.2012	00:00:00	3.65	-3.10	-3.10	4.47
20.2.2012	00:00:00	5.79	-7.34	-7.34	4.89
21.2.2012	00:00:00	9.02	-4.46	-4.46	4.99
22.2.2012	00:00:00	1.59	-6.23	-6.23	4.18
23.2.2012	00:00:00	0.37	-2.38	-2.38	4.22
24.2.2012	00:00:00	5.39	-0.02	-0.02	5.94
25.2.2012	00:00:00	3.61	-0.67	-0.67	7.10
26.2.2012	00:00:00	3.78	-4.88	-4.88	6.85
27.2.2012	00:00:00	0.77	-5.50	-5.50	7.08
28.2.2012	00:00:00	4.97	-1.96	-1.96	8.55
29.2.2012	00:00:00	10.69	0.37	0.37	23.57
1.3.2012	00:00:00	5.92	2.13	2.13	61.30
2.3.2012	00:00:00	6.82	-0.77	-0.77	82.01
3.3.2012	00:00:00	0.04	-5.15	-5.15	67.15
4.3.2012	00:00:00	0	-4.97	-4.97	49.89
5.3.2012	00:00:00	0.03	-5.82	-5.82	39.51
6.3.2012	00:00:00	0	-4.88	-4.88	32.26
7.3.2012	00:00:00	0	-4.94	-4.94	27.91
8.3.2012	00:00:00	0.61	-4.24	-4.24	25.09
9.3.2012	00:00:00	1.22	-2.69	-2.69	23.93
10.3.2012	00:00:00	4.18	-1.36	-1.36	26.61
11.3.2012	00:00:00	7.89	-3.39	-3.39	27.57
12.3.2012	00:00:00	6	-0.29	-0.29	48.22
13.3.2012	00:00:00	23.88	0.69	0.69	174.25
14.3.2012	00:00:00	1.22	-3.26	-3.26	118.06
15.3.2012	00:00:00	0.44	0.16	0.16	70.19
16.3.2012	00:00:00	0	1.36	1.36	55.17
17.3.2012	00:00:00	0	1.35	1.35	49.94
18.3.2012	00:00:00	0.87	-2.92	-2.92	39.47
19.3.2012	00:00:00	3.09	-4.32	-4.32	28.85
20.3.2012	00:00:00	5.19	-4.86	-4.86	23.14
21.3.2012	00:00:00	9.63	0.47	0.47	38.84
22.3.2012	00:00:00	7.65	3.49	3.49	146.38
23.3.2012	00:00:00	12.51	2.85	2.85	256.82
24.3.2012	00:00:00	3.53	1.58	1.58	228.57
25.3.2012	00:00:00	3.03	0.50	0.50	221.70
26.3.2012	00:00:00	0.93	0.83	0.83	175.14
27.3.2012	00:00:00	4.38	3.72	3.72	320.90
28.3.2012	00:00:00	1.3	2.95	2.95	444.96
29.3.2012	00:00:00	14.92	-1.12	-1.12	305.65
30.3.2012	00:00:00	9.86	-2.41	-2.41	172.51
31.3.2012	00:00:00	7.04	-5.41	-5.41	114.96
1.4.2012	00:00:00	3.97	-4.36	-4.36	85.83
2.4.2012	00:00:00	10.98	-7.54	-7.54	63.93
3.4.2012	00:00:00	2.56	-7.11	-7.11	50.49
4.4.2012	00:00:00	2.39	-5.86	-5.86	43.47
5.4.2012	00:00:00	1.83	-4.39	-4.39	37.73
6.4.2012	00:00:00	4.99	-4.74	-4.74	33.08
7.4.2012	00:00:00	1.54	-7.67	-7.67	28.28
8.4.2012	00:00:00	2.42	-5.65	-5.65	26.09
9.4.2012	00:00:00	0.06	-5.14	-5.14	23.35
10.4.2012	00:00:00	0	-2.10	-2.10	21.89
11.4.2012	00:00:00	0.22	-0.10	-0.10	22.37
12.4.2012	00:00:00	0.18	0.44	0.44	26.08
13.4.2012	00:00:00	1.46	-3.27	-3.27	22.48
14.4.2012	00:00:00	0	-5.26	-5.26	19.25
15.4.2012	00:00:00	0.41	-4.26	-4.26	19.16
16.4.2012	00:00:00	2.45	-2.93	-2.93	17.42
17.4.2012	00:00:00	4.22	-3.81	-3.81	16.49
18.4.2012	00:00:00	0.04	-5.36	-5.36	14.56
19.4.2012	00:00:00	0	-2.21	-2.21	15.78
20.4.2012	00:00:00	0	-0.13	-0.13	16.53
21.4.2012	00:00:00	2.13	-0.94	-0.94	19.05
22.4.2012	00:00:00	0	-1.02	-1.02	18.50
23.4.2012	00:00:00	0.06	0.74	0.74	22.14
24.4.2012	00:00:00	2.13	0.86	0.86	25.36
25.4.2012	00:00:00	0.77	0.57	0.57	36.21
26.4.2012	00:00:00	1.32	3.12	3.12	65.85
27.4.2012	00:00:00	0.03	1.45	1.45	111.04
28.4.2012	00:00:00	3.26	0.88	0.88	119.54
29.4.2012	00:00:00	3.34	-1.03	-1.03	94.51
30.4.2012	00:00:00	0.08	1.82	1.82	84.23
1.5.2012	00:00:00	0.93	1.83	1.83	112.84
2.5.2012	00:00:00	0.11	3.34	3.34	133.55
3.5.2012	00:00:00	1.41	-0.90	-0.90	127.24
4.5.2012	00:00:00	2.89	-1.56	-1.56	79.38
5.5.2012	00:00:00	1.29	-1.83	-1.83	57.24
6.5.2012	00:00:00	1.86	-2.97	-2.97	44.43
7.5.2012	00:00:00	0.05	-2.59	-2.59	37.69
8.5.2012	00:00:00	0.15	-1.31	-1.31	39.73
9.5.2012	00:00:00	0.12	2.20	2.20	66.25
10.5.2012	00:00:00	1.1	3.66	3.66	146.41
11.5.2012	00:00:00	0.44	3.94	3.94	164.00
12.5.2012	00:00:00	18.55	0.46	0.46	197.43
13.5.2012	00:00:00	2.35	-1.23	-1.23	114.30
14.5.2012	00:00:00	2.06	1.21	1.21	147.65
15.5.2012	00:00:00	0.18	3.48	3.48	253.78
16.5.2012	00:00:00	0.04	3.23	3.23	210.61
17.5.2012	00:00:00	1.71	3.90	3.90	200.57
18.5.2012	00:00:00	8.5	2.33	2.33	241.40
19.5.2012	00:00:00	1.03	0.28	0.28	183.25
20.5.2012	00:00:00	3.04	1.61	1.61	144.45
21.5.2012	00:00:00	0.13	2.62	2.62	148.17
22.5.2012	00:00:00	0	8.72	8.72	340.67
23.5.2012	00:00:00	0.08	11.94	11.94	471.57
24.5.2012	00:00:00	0.06	12.06	12.06	491.57
25.5.2012	00:00:00	0	14.66	14.66	495.55
26.5.2012	00:00:00	0	11.17	11.17	487.07
27.5.2012	00:00:00	0	10.98	10.98	479.91
28.5.2012	00:00:00	2.58	11.65	11.65	506.34
29.5.2012	00:00:00	2.25	0.97	0.97	280.41
30.5.2012	00:00:00	1.31	1.22	1.22	166.97
31.5.2012	00:00:00	4.39	1.85	1.85	122.43
1.6.2012	00:00:00	3.22	-0.25	-0.25	102.61
2.6.2012	00:00:00	3.36	0.22	0.22	88.95
3.6.2012	00:00:00	12.6	1.63	1.63	187.70
4.6.2012	00:00:00	6.9	3.70	3.70	268.59
5.6.2012	00:00:00	8.19	4.24	4.24	262.70
6.6.2012	00:00:00	2.51	5.78	5.78	232.81
7.6.2012	00:00:00	0.51	6.05	6.05	234.57
8.6.2012	00:00:00	0	8.68	8.68	228.84
9.6.2012	00:00:00	0.15	8.53	8.53	239.06
10.6.2012	00:00:00	0.75	10.24	10.24	256.84
11.6.2012	00:00:00	0.12	5.34	5.34	192.13
12.6.2012	00:00:00	0.06	5.75	5.75	156.11
13.6.2012	00:00:00	0.01	5.80	5.80	155.07
14.6.2012	00:00:00	10.52	3.96	3.96	211.85
15.6.2012	00:00:00	1.06	3.12	3.12	166.18
16.6.2012	00:00:00	0.07	8.86	8.86	191.09
17.6.2012	00:00:00	0.61	9.12	9.12	304.41
18.6.2012	00:00:00	3.78	9.22	9.22	281.74
19.6.2012	00:00:00	21.74	8.67	8.67	625.33
20.6.2012	00:00:00	3.6	4.29	4.29	347.85
21.6.2012	00:00:00	2.97	7.72	7.72	238.96
22.6.2012	00:00:00	0	10.42	10.42	218.03
23.6.2012	00:00:00	0.03	13.70	13.70	241.07
24.6.2012	00:00:00	0.04	12.14	12.14	255.45
25.6.2012	00:00:00	0.09	11.49	11.49	228.99
26.6.2012	00:00:00	2.68	10.19	10.19	258.88
27.6.2012	00:00:00	3.2	5.50	5.50	203.95
28.6.2012	00:00:00	2.59	5.51	5.51	147.83
29.6.2012	00:00:00	0.35	8.39	8.39	123.14
30.6.2012	00:00:00	0.31	12.13	12.13	193.81
1.7.2012	00:00:00	0.48	13.00	13.00	192.37
2.7.2012	00:00:00	5.75	11.04	11.04	187.27
3.7.2012	00:00:00	3.64	8.51	8.51	138.16
4.7.2012	00:00:00	0.68	12.63	12.63	103.39
5.7.2012	00:00:00	0.63	12.35	12.35	109.26
6.7.2012	00:00:00	0.4	15.38	15.38	111.49
7.7.2012	00:00:00	2.44	16.22	16.22	106.30
8.7.2012	00:00:00	1.82	13.66	13.66	97.20
9.7.2012	00:00:00	4.03	9.73	9.73	94.95
10.7.2012	00:00:00	9.47	9.88	9.88	153.43
11.7.2012	00:00:00	0.02	11.72	11.72	106.36
12.7.2012	00:00:00	2.18	13.80	13.80	73.47
13.7.2012	00:00:00	2.37	12.17	12.17	67.13
14.7.2012	00:00:00	4.5	9.67	9.67	92.79
15.7.2012	00:00:00	7.91	9.01	9.01	137.41
16.7.2012	00:00:00	1.39	7.72	7.72	93.42
17.7.2012	00:00:00	0.48	8.07	8.07	58.94
18.7.2012	00:00:00	2.2	7.56	7.56	51.95
19.7.2012	00:00:00	0.59	7.69	7.69	44.82
20.7.2012	00:00:00	0.39	7.69	7.69	37.61
21.7.2012	00:00:00	2.78	4.68	4.68	53.36
22.7.2012	00:00:00	1.78	7.75	7.75	38.34
23.7.2012	00:00:00	12.71	8.44	8.44	138.65
24.7.2012	00:00:00	0.89	12.04	12.04	84.63
25.7.2012	00:00:00	0.24	12.85	12.85	45.80
26.7.2012	00:00:00	0.94	10.55	10.55	33.73
27.7.2012	00:00:00	0.03	10.19	10.19	28.24
28.7.2012	00:00:00	2.35	14.75	14.75	32.59
29.7.2012	00:00:00	7.84	12.81	12.81	55.00
30.7.2012	00:00:00	2.69	11.47	11.47	38.46
31.7.2012	00:00:00	2.76	9.88	9.88	39.77
1.8.2012	00:00:00	4.43	9.29	9.29	67.11
2.8.2012	00:00:00	0	10.11	10.11	35.76
3.8.2012	00:00:00	0.17	12.59	12.59	23.91
4.8.2012	00:00:00	0.13	12.51	12.51	20.83
5.8.2012	00:00:00	0.93	11.16	11.16	19.36
6.8.2012	00:00:00	9.92	10.62	10.62	55.65
7.8.2012	00:00:00	4.66	11.54	11.54	43.71
8.8.2012	00:00:00	6.66	7.98	7.98	93.47
9.8.2012	00:00:00	4.38	6.53	6.53	91.10
10.8.2012	00:00:00	6.76	7.94	7.94	100.83
11.8.2012	00:00:00	0.57	9.81	9.81	62.64
12.8.2012	00:00:00	0.01	10.43	10.43	36.66
13.8.2012	00:00:00	0.02	13.61	13.61	25.46
14.8.2012	00:00:00	0.02	15.58	15.58	25.39
15.8.2012	00:00:00	2.23	14.16	14.16	33.48
16.8.2012	00:00:00	0.18	13.48	13.48	19.79
17.8.2012	00:00:00	0	14.35	14.35	13.76
18.8.2012	00:00:00	2.41	11.75	11.75	14.22
19.8.2012	00:00:00	1.46	13.19	13.19	22.65
20.8.2012	00:00:00	6.89	11.74	11.74	36.51
21.8.2012	00:00:00	7.58	12.00	12.00	76.93
22.8.2012	00:00:00	6.2	9.71	9.71	111.27
23.8.2012	00:00:00	3.29	9.92	9.92	57.50
24.8.2012	00:00:00	0	7.24	7.24	35.42
25.8.2012	00:00:00	0.03	7.75	7.75	23.72
26.8.2012	00:00:00	8.43	9.43	9.43	41.95
27.8.2012	00:00:00	2.44	3.83	3.83	64.03
28.8.2012	00:00:00	0.95	5.75	5.75	38.82
29.8.2012	00:00:00	1.27	8.12	8.12	26.47
30.8.2012	00:00:00	0	11.49	11.49	19.45
31.8.2012	00:00:00	0.54	9.55	9.55	15.55
1.9.2012	00:00:00	0	5.81	5.81	13.63
2.9.2012	00:00:00	1.58	11.47	11.47	11.91
3.9.2012	00:00:00	6.26	9.04	9.04	22.62
4.9.2012	00:00:00	1.46	8.25	8.25	26.66
5.9.2012	00:00:00	0.69	9.51	9.51	21.53
6.9.2012	00:00:00	3.2	3.22	3.22	29.07
7.9.2012	00:00:00	3.66	4.26	4.26	39.08
8.9.2012	00:00:00	7.24	4.13	4.13	110.95
9.9.2012	00:00:00	3.6	2.23	2.23	72.26
10.9.2012	00:00:00	1.48	6.02	6.02	41.40
11.9.2012	00:00:00	0.06	11.16	11.16	29.41
12.9.2012	00:00:00	4.6	6.52	6.52	39.35
13.9.2012	00:00:00	0.58	4.95	4.95	24.43
14.9.2012	00:00:00	8.33	5.17	5.17	40.14
15.9.2012	00:00:00	3.29	5.79	5.79	63.34
16.9.2012	00:00:00	0.88	6.42	6.42	39.27
17.9.2012	00:00:00	3.49	8.54	8.54	27.67
18.9.2012	00:00:00	0.31	5.58	5.58	30.55
19.9.2012	00:00:00	9.85	4.21	4.21	61.55
20.9.2012	00:00:00	3.26	2.05	2.05	61.66
21.9.2012	00:00:00	0.26	1.37	1.37	33.28
22.9.2012	00:00:00	0	1.47	1.47	23.99
23.9.2012	00:00:00	0.03	1.19	1.19	20.19
24.9.2012	00:00:00	0	1.21	1.21	16.58
25.9.2012	00:00:00	0.01	2.37	2.37	13.84
26.9.2012	00:00:00	1.8	2.74	2.74	12.35
27.9.2012	00:00:00	0.2	2.92	2.92	11.11
28.9.2012	00:00:00	1.92	4.86	4.86	12.57
29.9.2012	00:00:00	0.79	4.81	4.81	13.04
30.9.2012	00:00:00	3.41	4.97	4.97	13.17
1.10.2012	00:00:00	0.28	5.55	5.55	13.78
2.10.2012	00:00:00	0	6.34	6.34	10.40
3.10.2012	00:00:00	0.02	4.98	4.98	8.79
4.10.2012	00:00:00	0.19	5.38	5.38	8.39
5.10.2012	00:00:00	0.02	2.99	2.99	7.75
6.10.2012	00:00:00	0	1.00	1.00	6.78
7.10.2012	00:00:00	3.88	2.49	2.49	45.41
8.10.2012	00:00:00	24.86	2.88	2.88	220.55
9.10.2012	00:00:00	8.81	1.51	1.51	98.36
10.10.2012	00:00:00	2.8	-0.68	-0.68	64.49
11.10.2012	00:00:00	2.54	-0.05	-0.05	51.01
12.10.2012	00:00:00	0.08	-1.09	-1.09	36.23
13.10.2012	00:00:00	0	-1.18	-1.18	24.60
14.10.2012	00:00:00	0.07	-1.15	-1.15	20.55
15.10.2012	00:00:00	0.02	-0.35	-0.35	17.22
16.10.2012	00:00:00	0.03	-0.69	-0.69	14.58
17.10.2012	00:00:00	0.01	-0.54	-0.54	12.46
18.10.2012	00:00:00	0.03	0.83	0.83	13.44
19.10.2012	00:00:00	2.98	2.14	2.14	27.01
20.10.2012	00:00:00	0.33	0.06	0.06	34.80
21.10.2012	00:00:00	1.89	1.45	1.45	27.62
22.10.2012	00:00:00	0.12	2.32	2.32	25.91
23.10.2012	00:00:00	0.72	1.21	1.21	24.10
24.10.2012	00:00:00	4.37	1.60	1.60	27.71
25.10.2012	00:00:00	4.04	-3.01	-3.01	26.48
26.10.2012	00:00:00	16.71	-6.16	-6.16	16.80
27.10.2012	00:00:00	10.57	-3.95	-3.95	18.64
28.10.2012	00:00:00	6.16	-4.77	-4.77	19.69
29.10.2012	00:00:00	0.5	-9.69	-9.69	18.84
30.10.2012	00:00:00	0.02	-7.96	-7.96	25.80
31.10.2012	00:00:00	0.02	-9.26	-9.26	34.32
1.11.2012	00:00:00	2.01	-2.83	-2.83	49.58
2.11.2012	00:00:00	0.63	0.77	0.77	43.97
3.11.2012	00:00:00	0.01	0.40	0.40	32.54
4.11.2012	00:00:00	0.1	-0.74	-0.74	21.37
5.11.2012	00:00:00	0	-2.96	-2.96	15.39
6.11.2012	00:00:00	0.02	-6.72	-6.72	12.99
7.11.2012	00:00:00	4.12	-4.39	-4.39	12.21
8.11.2012	00:00:00	1.7	-4.60	-4.60	10.37
9.11.2012	00:00:00	0.44	-5.90	-5.90	10.82
10.11.2012	00:00:00	0.27	-2.85	-2.85	10.09
11.11.2012	00:00:00	0.07	1.88	1.88	14.43
12.11.2012	00:00:00	2.72	0.00	0.00	21.73
13.11.2012	00:00:00	2.65	-1.87	-1.87	18.35
14.11.2012	00:00:00	5.85	-0.46	-0.46	17.65
15.11.2012	00:00:00	2	0.38	0.38	21.99
16.11.2012	00:00:00	0.51	-0.33	-0.33	17.12
17.11.2012	00:00:00	0	0.81	0.81	16.93
18.11.2012	00:00:00	0.05	0.30	0.30	17.75
19.11.2012	00:00:00	0	-3.10	-3.10	12.62
20.11.2012	00:00:00	3.64	-1.87	-1.87	11.34
21.11.2012	00:00:00	0.67	1.97	1.97	18.98
22.11.2012	00:00:00	0.78	3.49	3.49	78.42
23.11.2012	00:00:00	0	1.82	1.82	50.47
24.11.2012	00:00:00	0.16	2.48	2.48	41.20
25.11.2012	00:00:00	0	-3.96	-3.96	20.58
26.11.2012	00:00:00	0	-6.12	-6.12	16.48
27.11.2012	00:00:00	0	-4.55	-4.55	19.58
28.11.2012	00:00:00	0	-3.88	-3.88	19.20
29.11.2012	00:00:00	0	-5.96	-5.96	17.60
30.11.2012	00:00:00	0	-9.18	-9.18	8.36
1.12.2012	00:00:00	0	-11.27	-11.27	7.45
2.12.2012	00:00:00	0	-14.69	-14.69	6.94
3.12.2012	00:00:00	0	-19.52	-19.52	6.69
4.12.2012	00:00:00	0	-18.75	-18.75	6.77
5.12.2012	00:00:00	0.07	-20.61	-20.61	6.63
6.12.2012	00:00:00	0.2	-18.03	-18.03	6.63
7.12.2012	00:00:00	0.02	-18.05	-18.05	6.77
8.12.2012	00:00:00	0	-13.66	-13.66	6.91
9.12.2012	00:00:00	0	-17.18	-17.18	7.05
10.12.2012	00:00:00	0.01	-8.92	-8.92	7.12
11.12.2012	00:00:00	1.39	-11.94	-11.94	7.12
12.12.2012	00:00:00	1.88	-8.53	-8.53	7.44
13.12.2012	00:00:00	0.01	-12.28	-12.28	7.67
14.12.2012	00:00:00	0	-14.64	-14.64	8.39
15.12.2012	00:00:00	0	-12.42	-12.42	9.26
16.12.2012	00:00:00	0.15	-6.59	-6.59	8.00
17.12.2012	00:00:00	0	-2.61	-2.61	7.78
18.12.2012	00:00:00	0	-4.14	-4.14	7.57
19.12.2012	00:00:00	0	-5.87	-5.87	7.60
20.12.2012	00:00:00	1.4	-7.68	-7.68	7.37
21.12.2012	00:00:00	0.56	-8.23	-8.23	7.55
22.12.2012	00:00:00	0.01	-9.62	-9.62	7.11
23.12.2012	00:00:00	0.03	-11.28	-11.28	6.58
24.12.2012	00:00:00	0	-10.07	-10.07	5.80
25.12.2012	00:00:00	0.01	-9.98	-9.98	4.95
26.12.2012	00:00:00	0	-11.05	-11.05	4.46
27.12.2012	00:00:00	0.8	-8.63	-8.63	4.06
28.12.2012	00:00:00	4.51	-8.02	-8.02	3.92
29.12.2012	00:00:00	1.46	-7.43	-7.43	3.99
30.12.2012	00:00:00	0.7	-1.48	-1.48	3.98
31.12.2012	00:00:00	0.62	-2.05	-2.05	4.00
1.1.2013	00:00:00	3.37	-1.82	-1.82	3.89
2.1.2013	00:00:00	2.82	-4.37	-4.37	3.89
3.1.2013	00:00:00	4.47	-2.69	-2.69	4.06
4.1.2013	00:00:00	2.9	0.06	0.06	8.87
5.1.2013	00:00:00	3.41	-0.60	-0.60	14.01
6.1.2013	00:00:00	6.35	0.97	0.97	17.05
7.1.2013	00:00:00	1.62	-0.15	-0.15	14.36
8.1.2013	00:00:00	3.06	-1.60	-1.60	13.10
9.1.2013	00:00:00	1.01	-1.98	-1.98	12.12
10.1.2013	00:00:00	0.02	-5.16	-5.16	11.18
11.1.2013	00:00:00	0	-9.69	-9.69	9.04
12.1.2013	00:00:00	0	-14.30	-14.30	6.58
13.1.2013	00:00:00	0	-15.51	-15.51	4.69
14.1.2013	00:00:00	0	-18.09	-18.09	4.40
15.1.2013	00:00:00	0	-18.19	-18.19	4.40
16.1.2013	00:00:00	0	-19.01	-19.01	4.39
17.1.2013	00:00:00	0	-15.09	-15.09	4.39
18.1.2013	00:00:00	0	-17.91	-17.91	4.38
19.1.2013	00:00:00	0	-18.55	-18.55	4.37
20.1.2013	00:00:00	1.43	-10.71	-10.71	4.37
21.1.2013	00:00:00	0	-10.86	-10.86	4.36
22.1.2013	00:00:00	0	-15.61	-15.61	4.36
23.1.2013	00:00:00	0	-17.09	-17.09	4.35
24.1.2013	00:00:00	0.94	-13.41	-13.41	4.35
25.1.2013	00:00:00	0	-14.59	-14.59	4.34
26.1.2013	00:00:00	0.62	-14.50	-14.50	4.34
27.1.2013	00:00:00	0	-11.22	-11.22	4.33
28.1.2013	00:00:00	5.35	-8.65	-8.65	4.33
29.1.2013	00:00:00	0.72	-4.78	-4.78	4.32
30.1.2013	00:00:00	0.89	-4.60	-4.60	4.32
31.1.2013	00:00:00	1.1	-2.57	-2.57	4.31
1.2.2013	00:00:00	4.94	-5.44	-5.44	4.30
2.2.2013	00:00:00	5.85	-4.94	-4.94	4.30
3.2.2013	00:00:00	6.03	-3.98	-3.98	4.29
4.2.2013	00:00:00	0	-9.04	-9.04	4.29
5.2.2013	00:00:00	0.83	-8.19	-8.19	4.28
6.2.2013	00:00:00	2.56	-6.08	-6.08	4.28
7.2.2013	00:00:00	0.56	-8.07	-8.07	4.27
8.2.2013	00:00:00	0.06	-12.52	-12.52	4.27
9.2.2013	00:00:00	0	-15.26	-15.26	4.26
10.2.2013	00:00:00	0	-16.19	-16.19	4.25
11.2.2013	00:00:00	0.54	-10.37	-10.37	4.25
12.2.2013	00:00:00	0.27	-8.90	-8.90	4.25
13.2.2013	00:00:00	0.02	-8.94	-8.94	4.24
14.2.2013	00:00:00	0.01	-9.41	-9.41	4.23
15.2.2013	00:00:00	0	-8.51	-8.51	4.23
16.2.2013	00:00:00	0.39	-8.97	-8.97	4.22
17.2.2013	00:00:00	0.82	-5.94	-5.94	4.22
18.2.2013	00:00:00	7.19	-1.85	-1.85	4.21
19.2.2013	00:00:00	5.54	-4.64	-4.64	4.21
20.2.2013	00:00:00	0	-10.13	-10.13	4.20
21.2.2013	00:00:00	0	-9.94	-9.94	4.20
22.2.2013	00:00:00	0.98	-6.29	-6.29	4.19
23.2.2013	00:00:00	2.25	-2.60	-2.60	4.18
24.2.2013	00:00:00	0.03	-2.92	-2.92	4.18
25.2.2013	00:00:00	0.19	-2.85	-2.85	4.18
26.2.2013	00:00:00	0	-5.01	-5.01	4.17
27.2.2013	00:00:00	0	-0.55	-0.55	4.16
28.2.2013	00:00:00	2.74	-0.25	-0.25	5.99
1.3.2013	00:00:00	14.56	-2.93	-2.93	7.03
2.3.2013	00:00:00	11.26	-2.95	-2.95	8.57
3.3.2013	00:00:00	17.13	-3.44	-3.44	7.63
4.3.2013	00:00:00	13.2	-3.36	-3.36	7.15
5.3.2013	00:00:00	1.04	-1.26	-1.26	7.03
6.3.2013	00:00:00	0.67	-2.06	-2.06	7.08
7.3.2013	00:00:00	5.04	-6.57	-6.57	6.85
8.3.2013	00:00:00	0.19	-9.73	-9.73	7.01
9.3.2013	00:00:00	0	-13.60	-13.60	6.69
10.3.2013	00:00:00	0	-14.98	-14.98	6.64
11.3.2013	00:00:00	1.47	-12.67	-12.67	7.34
12.3.2013	00:00:00	4.98	-6.52	-6.52	6.64
13.3.2013	00:00:00	2.45	-10.83	-10.83	6.48
14.3.2013	00:00:00	1.47	-12.40	-12.40	6.01
15.3.2013	00:00:00	0	-13.22	-13.22	5.83
16.3.2013	00:00:00	0	-11.73	-11.73	5.81
17.3.2013	00:00:00	0	-7.57	-7.57	5.55
18.3.2013	00:00:00	0	-5.89	-5.89	5.32
19.3.2013	00:00:00	0	-8.78	-8.78	5.30
20.3.2013	00:00:00	0	-11.51	-11.51	5.25
21.3.2013	00:00:00	0	-11.03	-11.03	5.09
22.3.2013	00:00:00	0	-10.72	-10.72	5.02
