Dato	Time	P_mm_738moh	T_minC_738moh	T_maxC_738moh	Q_Hagabru
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
25.7.2001	00:00:00	0.01	13.14	13.14	44.98
26.7.2001	00:00:00	1.27	12.21	12.21	39.55
27.7.2001	00:00:00	1.07	9.54	9.54	36.16
28.7.2001	00:00:00	0.07	9.55	9.55	30.16
29.7.2001	00:00:00	0.64	13.99	13.99	26.38
30.7.2001	00:00:00	0.96	13.14	13.14	26.30
31.7.2001	00:00:00	4	10.16	10.16	24.95
1.8.2001	00:00:00	1.13	7.56	7.56	32.23
2.8.2001	00:00:00	3.29	5.75	5.75	51.43
3.8.2001	00:00:00	0	7.47	7.47	34.83
4.8.2001	00:00:00	2.68	11.02	11.02	28.64
5.8.2001	00:00:00	14.76	11.21	11.21	222.34
6.8.2001	00:00:00	28.72	7.85	7.85	458.31
7.8.2001	00:00:00	1.53	8.75	8.75	183.40
8.8.2001	00:00:00	2.86	8.13	8.13	149.75
9.8.2001	00:00:00	1.44	10.74	10.74	88.70
10.8.2001	00:00:00	10.82	10.54	10.54	121.42
11.8.2001	00:00:00	1.85	9.19	9.19	86.17
12.8.2001	00:00:00	0.8	7.65	7.65	72.21
13.8.2001	00:00:00	5.96	8.91	8.91	88.54
14.8.2001	00:00:00	4.84	10.25	10.25	81.90
15.8.2001	00:00:00	0.7	11.68	11.68	67.45
16.8.2001	00:00:00	0.06	14.59	14.59	47.00
17.8.2001	00:00:00	0.74	17.58	17.58	37.47
18.8.2001	00:00:00	4.35	12.91	12.91	32.02
19.8.2001	00:00:00	1.34	8.96	8.96	28.89
20.8.2001	00:00:00	0	12.26	12.26	23.93
21.8.2001	00:00:00	12.37	11.98	11.98	56.84
22.8.2001	00:00:00	0	11.88	11.88	49.27
23.8.2001	00:00:00	0	12.28	12.28	30.68
24.8.2001	00:00:00	0.01	13.07	13.07	24.10
25.8.2001	00:00:00	0.62	13.86	13.86	24.39
26.8.2001	00:00:00	1.62	12.70	12.70	22.41
27.8.2001	00:00:00	10.97	11.19	11.19	68.92
28.8.2001	00:00:00	4.82	7.12	7.12	105.77
29.8.2001	00:00:00	2.86	6.11	6.11	94.40
30.8.2001	00:00:00	0	9.37	9.37	51.29
31.8.2001	00:00:00	0.01	10.33	10.33	36.34
1.9.2001	00:00:00	0.02	11.42	11.42	45.43
2.9.2001	00:00:00	12.99	6.85	6.85	120.75
3.9.2001	00:00:00	0	6.85	6.85	57.61
4.9.2001	00:00:00	0.6	7.49	7.49	40.62
5.9.2001	00:00:00	0.27	5.71	5.71	35.14
6.9.2001	00:00:00	1.37	6.81	6.81	30.31
7.9.2001	00:00:00	2.35	6.61	6.61	30.94
8.9.2001	00:00:00	2.16	4.65	4.65	32.70
9.9.2001	00:00:00	1.72	4.55	4.55	72.64
10.9.2001	00:00:00	21.98	7.98	7.98	623.51
11.9.2001	00:00:00	4.97	8.05	8.05	208.15
12.9.2001	00:00:00	0.04	6.86	6.86	112.59
13.9.2001	00:00:00	0.02	6.90	6.90	73.26
14.9.2001	00:00:00	10.88	7.05	7.05	206.31
15.9.2001	00:00:00	5.19	6.82	6.82	178.93
16.9.2001	00:00:00	0.07	7.74	7.74	94.23
17.9.2001	00:00:00	0	7.98	7.98	61.97
18.9.2001	00:00:00	0	8.07	8.07	47.40
19.9.2001	00:00:00	0	9.43	9.43	39.30
20.9.2001	00:00:00	0	11.27	11.27	34.46
21.9.2001	00:00:00	0	10.55	10.55	29.65
22.9.2001	00:00:00	0.01	7.64	7.64	27.39
23.9.2001	00:00:00	0	6.64	6.64	24.69
24.9.2001	00:00:00	0	6.07	6.07	22.62
25.9.2001	00:00:00	0.13	7.46	7.46	20.98
26.9.2001	00:00:00	0.01	5.79	5.79	19.82
27.9.2001	00:00:00	2.12	4.36	4.36	19.47
28.9.2001	00:00:00	4.79	2.72	2.72	23.27
29.9.2001	00:00:00	4.09	-0.93	-0.93	30.75
30.9.2001	00:00:00	0	-0.27	-0.27	26.89
1.10.2001	00:00:00	0.02	3.78	3.78	33.77
2.10.2001	00:00:00	5.18	5.13	5.13	84.64
3.10.2001	00:00:00	0.15	7.30	7.30	56.20
4.10.2001	00:00:00	0.02	8.40	8.40	37.16
5.10.2001	00:00:00	6.7	6.05	6.05	31.47
6.10.2001	00:00:00	2.85	4.95	4.95	34.82
7.10.2001	00:00:00	0.77	7.81	7.81	42.01
8.10.2001	00:00:00	1.67	6.32	6.32	44.74
9.10.2001	00:00:00	0.89	5.95	5.95	39.90
10.10.2001	00:00:00	0	6.90	6.90	32.07
11.10.2001	00:00:00	10.19	5.86	5.86	93.00
12.10.2001	00:00:00	1.52	4.58	4.58	68.22
13.10.2001	00:00:00	0.25	5.97	5.97	57.52
14.10.2001	00:00:00	0.67	3.97	3.97	42.32
15.10.2001	00:00:00	0.97	2.86	2.86	34.00
16.10.2001	00:00:00	0.31	7.53	7.53	30.28
17.10.2001	00:00:00	1.03	8.81	8.81	30.35
18.10.2001	00:00:00	0	2.37	2.37	28.66
19.10.2001	00:00:00	0	-1.77	-1.77	23.86
20.10.2001	00:00:00	0	-2.63	-2.63	20.50
21.10.2001	00:00:00	0	-2.72	-2.72	18.87
22.10.2001	00:00:00	0.14	-1.32	-1.32	19.35
23.10.2001	00:00:00	0	-3.75	-3.75	14.74
24.10.2001	00:00:00	0	-4.20	-4.20	14.59
25.10.2001	00:00:00	0	-1.46	-1.46	14.62
26.10.2001	00:00:00	2.36	2.56	2.56	16.61
27.10.2001	00:00:00	8.53	4.28	4.28	45.79
28.10.2001	00:00:00	0.52	1.86	1.86	54.80
29.10.2001	00:00:00	2.15	1.25	1.25	49.91
30.10.2001	00:00:00	4.15	0.98	0.98	46.02
31.10.2001	00:00:00	1.52	0.96	0.96	38.75
1.11.2001	00:00:00	12.77	0.14	0.14	35.53
2.11.2001	00:00:00	5.43	-2.17	-2.17	43.20
3.11.2001	00:00:00	5.56	1.73	1.73	170.93
4.11.2001	00:00:00	21.67	1.03	1.03	173.64
5.11.2001	00:00:00	7.21	-1.94	-1.94	91.18
6.11.2001	00:00:00	0.86	-4.19	-4.19	57.55
7.11.2001	00:00:00	1.97	-4.92	-4.92	47.90
8.11.2001	00:00:00	0.37	-6.90	-6.90	37.51
9.11.2001	00:00:00	2.22	-8.50	-8.50	31.91
10.11.2001	00:00:00	6.92	-4.53	-4.53	37.91
11.11.2001	00:00:00	9.3	0.91	0.91	78.60
12.11.2001	00:00:00	19.94	-1.96	-1.96	54.15
13.11.2001	00:00:00	10.66	-2.77	-2.77	48.52
14.11.2001	00:00:00	11.71	-4.26	-4.26	43.02
15.11.2001	00:00:00	11.93	-1.15	-1.15	95.62
16.11.2001	00:00:00	10.3	-0.51	-0.51	109.77
17.11.2001	00:00:00	2.19	1.55	1.55	112.13
18.11.2001	00:00:00	8.96	1.69	1.69	153.26
19.11.2001	00:00:00	4.52	0.34	0.34	126.04
20.11.2001	00:00:00	3.66	0.99	0.99	107.42
21.11.2001	00:00:00	2.14	-2.38	-2.38	77.30
22.11.2001	00:00:00	0.59	-1.10	-1.10	58.23
23.11.2001	00:00:00	7.13	-3.92	-3.92	45.26
24.11.2001	00:00:00	0.91	-6.69	-6.69	40.01
25.11.2001	00:00:00	0.79	-3.59	-3.59	37.72
26.11.2001	00:00:00	0.44	1.07	1.07	39.20
27.11.2001	00:00:00	0.65	-1.92	-1.92	32.72
28.11.2001	00:00:00	0	-2.88	-2.88	29.65
29.11.2001	00:00:00	0.01	-1.89	-1.89	27.97
30.11.2001	00:00:00	1.14	-1.03	-1.03	27.44
1.12.2001	00:00:00	5.8	-0.02	-0.02	26.86
2.12.2001	00:00:00	0.76	0.34	0.34	24.33
3.12.2001	00:00:00	0	-3.08	-3.08	20.96
4.12.2001	00:00:00	0	-1.32	-1.32	22.21
5.12.2001	00:00:00	0	-1.38	-1.38	20.13
6.12.2001	00:00:00	10.87	-2.29	-2.29	21.29
7.12.2001	00:00:00	0.93	-6.54	-6.54	33.89
8.12.2001	00:00:00	0.01	-8.28	-8.28	61.93
9.12.2001	00:00:00	0.16	-4.53	-4.53	94.47
10.12.2001	00:00:00	6.7	-1.30	-1.30	92.69
11.12.2001	00:00:00	0	2.18	2.18	77.59
12.12.2001	00:00:00	0	-4.22	-4.22	72.52
13.12.2001	00:00:00	0.5	-6.78	-6.78	78.90
14.12.2001	00:00:00	2.77	1.72	1.72	72.39
15.12.2001	00:00:00	1.06	2.50	2.50	70.05
16.12.2001	00:00:00	2.69	-1.85	-1.85	51.62
17.12.2001	00:00:00	2.78	2.01	2.01	71.43
18.12.2001	00:00:00	11.81	1.54	1.54	130.35
19.12.2001	00:00:00	15.39	-1.22	-1.22	100.98
20.12.2001	00:00:00	1.71	-9.34	-9.34	54.43
21.12.2001	00:00:00	4.96	-9.00	-9.00	47.25
22.12.2001	00:00:00	0.55	-12.77	-12.77	44.19
23.12.2001	00:00:00	4.48	-12.92	-12.92	43.30
24.12.2001	00:00:00	0.93	-10.27	-10.27	43.56
25.12.2001	00:00:00	2.33	-11.56	-11.56	37.28
26.12.2001	00:00:00	0.97	-11.16	-11.16	35.95
27.12.2001	00:00:00	0.31	-13.74	-13.74	29.41
28.12.2001	00:00:00	0	-21.15	-21.15	23.51
29.12.2001	00:00:00	0	-18.42	-18.42	22.38
30.12.2001	00:00:00	0	-21.12	-21.12	21.59
31.12.2001	00:00:00	1.19	-26.52	-26.52	19.89
1.1.2002	00:00:00	16.03	-17.24	-17.24	21.47
2.1.2002	00:00:00	8.35	-10.34	-10.34	23.26
3.1.2002	00:00:00	0	-13.63	-13.63	22.70
4.1.2002	00:00:00	0	-8.28	-8.28	21.79
5.1.2002	00:00:00	0	-6.62	-6.62	23.78
6.1.2002	00:00:00	0.74	-6.73	-6.73	23.06
7.1.2002	00:00:00	0.81	-2.52	-2.52	24.46
8.1.2002	00:00:00	0	-2.10	-2.10	23.50
9.1.2002	00:00:00	0.71	-0.34	-0.34	23.20
10.1.2002	00:00:00	0	-1.94	-1.94	21.52
11.1.2002	00:00:00	0	-3.46	-3.46	21.87
12.1.2002	00:00:00	0.05	-1.63	-1.63	21.65
13.1.2002	00:00:00	3.93	0.32	0.32	21.91
14.1.2002	00:00:00	0	2.56	2.56	27.91
15.1.2002	00:00:00	0	0.98	0.98	31.98
16.1.2002	00:00:00	0	-0.66	-0.66	29.23
17.1.2002	00:00:00	4.61	-2.85	-2.85	26.08
18.1.2002	00:00:00	0.02	-3.92	-3.92	24.33
19.1.2002	00:00:00	1.81	-0.97	-0.97	23.70
20.1.2002	00:00:00	1.07	-3.93	-3.93	22.73
21.1.2002	00:00:00	1.56	-4.63	-4.63	22.03
22.1.2002	00:00:00	0.59	-9.74	-9.74	19.65
23.1.2002	00:00:00	3.2	-9.28	-9.28	19.55
24.1.2002	00:00:00	0.34	-13.33	-13.33	16.93
25.1.2002	00:00:00	2.19	-14.49	-14.49	17.25
26.1.2002	00:00:00	4.86	-10.85	-10.85	17.06
27.1.2002	00:00:00	0.01	-14.18	-14.18	15.00
28.1.2002	00:00:00	0	-17.73	-17.73	14.27
29.1.2002	00:00:00	2.3	-9.01	-9.01	15.50
30.1.2002	00:00:00	3.38	-4.83	-4.83	14.85
31.1.2002	00:00:00	1.14	-7.16	-7.16	13.90
1.2.2002	00:00:00	0.07	-9.61	-9.61	13.07
2.2.2002	00:00:00	0.04	-4.63	-4.63	14.17
3.2.2002	00:00:00	1.54	1.27	1.27	14.90
4.2.2002	00:00:00	0	1.88	1.88	15.40
5.2.2002	00:00:00	0.51	-3.59	-3.59	14.90
6.2.2002	00:00:00	0.02	-2.24	-2.24	15.06
7.2.2002	00:00:00	0.6	-0.98	-0.98	14.37
8.2.2002	00:00:00	0	-3.98	-3.98	13.49
9.2.2002	00:00:00	2.11	-2.86	-2.86	12.26
10.2.2002	00:00:00	4.8	-2.64	-2.64	11.67
11.2.2002	00:00:00	0	-3.15	-3.15	11.53
12.2.2002	00:00:00	1.6	-6.29	-6.29	12.02
13.2.2002	00:00:00	2.38	-5.09	-5.09	12.08
14.2.2002	00:00:00	1.61	-5.28	-5.28	11.45
15.2.2002	00:00:00	0.62	-2.57	-2.57	11.49
16.2.2002	00:00:00	5.58	0.61	0.61	11.75
17.2.2002	00:00:00	0.77	2.11	2.11	14.04
18.2.2002	00:00:00	1.22	-3.21	-3.21	14.17
19.2.2002	00:00:00	4.78	-5.38	-5.38	13.88
20.2.2002	00:00:00	5.17	-10.25	-10.25	12.19
21.2.2002	00:00:00	3.73	-11.67	-11.67	12.17
22.2.2002	00:00:00	5.78	-5.56	-5.56	12.55
23.2.2002	00:00:00	5.41	-2.81	-2.81	12.74
24.2.2002	00:00:00	7.65	-6.19	-6.19	11.81
25.2.2002	00:00:00	3.13	-5.97	-5.97	11.88
26.2.2002	00:00:00	0.61	-8.86	-8.86	11.50
27.2.2002	00:00:00	0.16	-9.89	-9.89	11.43
28.2.2002	00:00:00	0.02	-8.22	-8.22	11.34
1.3.2002	00:00:00	1.82	-7.91	-7.91	11.07
2.3.2002	00:00:00	6.28	-5.91	-5.91	10.68
3.3.2002	00:00:00	4.64	-7.54	-7.54	10.48
4.3.2002	00:00:00	7.18	-4.54	-4.54	10.55
5.3.2002	00:00:00	4.23	-1.48	-1.48	10.83
6.3.2002	00:00:00	1.64	-4.97	-4.97	10.72
7.3.2002	00:00:00	0.2	-11.23	-11.23	9.96
8.3.2002	00:00:00	11	-7.47	-7.47	11.45
9.3.2002	00:00:00	3.91	-3.84	-3.84	11.00
10.3.2002	00:00:00	6.64	-3.36	-3.36	10.83
11.3.2002	00:00:00	0.18	-7.00	-7.00	10.52
12.3.2002	00:00:00	0.62	-3.50	-3.50	10.40
13.3.2002	00:00:00	0.65	-6.23	-6.23	10.50
14.3.2002	00:00:00	0	-12.28	-12.28	9.17
15.3.2002	00:00:00	0	-11.11	-11.11	9.03
16.3.2002	00:00:00	0	-7.97	-7.97	9.69
17.3.2002	00:00:00	0	-4.92	-4.92	9.90
18.3.2002	00:00:00	0.01	-2.57	-2.57	9.71
19.3.2002	00:00:00	0.69	-0.39	-0.39	9.66
20.3.2002	00:00:00	7.56	-2.32	-2.32	9.71
21.3.2002	00:00:00	5.18	-2.41	-2.41	9.89
22.3.2002	00:00:00	3.42	-2.08	-2.08	9.93
23.3.2002	00:00:00	0	-3.94	-3.94	9.90
24.3.2002	00:00:00	0	-7.35	-7.35	9.67
25.3.2002	00:00:00	0.9	-4.64	-4.64	10.31
26.3.2002	00:00:00	2.83	0.13	0.13	11.47
27.3.2002	00:00:00	0.01	1.28	1.28	12.69
28.3.2002	00:00:00	0.74	3.11	3.11	14.98
29.3.2002	00:00:00	0	3.75	3.75	25.37
30.3.2002	00:00:00	0.6	1.46	1.46	39.19
31.3.2002	00:00:00	0	-0.76	-0.76	41.87
1.4.2002	00:00:00	0	-1.43	-1.43	39.41
2.4.2002	00:00:00	0.08	1.22	1.22	45.22
3.4.2002	00:00:00	0.19	4.68	4.68	78.89
4.4.2002	00:00:00	0	3.84	3.84	137.09
5.4.2002	00:00:00	0	5.24	5.24	143.39
6.4.2002	00:00:00	0	4.68	4.68	134.84
7.4.2002	00:00:00	2.23	2.98	2.98	133.12
8.4.2002	00:00:00	0.01	1.11	1.11	115.58
9.4.2002	00:00:00	0.04	2.00	2.00	92.67
10.4.2002	00:00:00	0.03	2.17	2.17	73.71
11.4.2002	00:00:00	1.07	3.78	3.78	76.68
12.4.2002	00:00:00	1.61	2.01	2.01	114.44
13.4.2002	00:00:00	0.23	1.82	1.82	98.95
14.4.2002	00:00:00	0.1	0.07	0.07	78.44
15.4.2002	00:00:00	0	2.79	2.79	86.44
16.4.2002	00:00:00	0	1.94	1.94	87.69
17.4.2002	00:00:00	0	2.40	2.40	87.84
18.4.2002	00:00:00	0	2.77	2.77	90.62
19.4.2002	00:00:00	0	3.86	3.86	98.97
20.4.2002	00:00:00	0	2.33	2.33	103.08
21.4.2002	00:00:00	0	4.78	4.78	117.20
22.4.2002	00:00:00	0.85	6.60	6.60	238.49
23.4.2002	00:00:00	1.31	7.14	7.14	336.21
24.4.2002	00:00:00	6.27	4.97	4.97	345.82
25.4.2002	00:00:00	2.3	6.47	6.47	373.75
26.4.2002	00:00:00	2.27	6.41	6.41	439.31
27.4.2002	00:00:00	0.01	4.99	4.99	385.19
28.4.2002	00:00:00	7.47	3.35	3.35	323.81
29.4.2002	00:00:00	7.13	0.98	0.98	215.22
30.4.2002	00:00:00	0.09	2.15	2.15	219.20
1.5.2002	00:00:00	0.02	3.87	3.87	283.53
2.5.2002	00:00:00	1.53	4.94	4.94	331.08
3.5.2002	00:00:00	0	4.29	4.29	267.15
4.5.2002	00:00:00	1.1	3.94	3.94	215.00
5.5.2002	00:00:00	0.16	2.96	2.96	177.11
6.5.2002	00:00:00	0.05	0.94	0.94	157.85
7.5.2002	00:00:00	0	5.56	5.56	167.98
8.5.2002	00:00:00	0	8.63	8.63	215.61
9.5.2002	00:00:00	0	5.42	5.42	197.43
10.5.2002	00:00:00	0	8.08	8.08	234.99
11.5.2002	00:00:00	0	11.21	11.21	399.27
12.5.2002	00:00:00	0	13.26	13.26	570.92
13.5.2002	00:00:00	5.39	6.54	6.54	481.75
14.5.2002	00:00:00	0	7.70	7.70	335.32
15.5.2002	00:00:00	0	12.43	12.43	379.09
16.5.2002	00:00:00	8.5	8.86	8.86	367.01
17.5.2002	00:00:00	4.65	5.28	5.28	315.47
18.5.2002	00:00:00	2.36	1.87	1.87	195.28
19.5.2002	00:00:00	0.13	1.95	1.95	140.21
20.5.2002	00:00:00	0	8.25	8.25	143.39
21.5.2002	00:00:00	0	10.57	10.57	197.54
22.5.2002	00:00:00	0	14.56	14.56	284.14
23.5.2002	00:00:00	0	15.38	15.38	378.38
24.5.2002	00:00:00	0	15.39	15.39	323.00
25.5.2002	00:00:00	2.69	10.79	10.79	294.43
26.5.2002	00:00:00	0.02	7.09	7.09	216.15
27.5.2002	00:00:00	0	9.51	9.51	167.61
28.5.2002	00:00:00	0	9.47	9.47	189.60
29.5.2002	00:00:00	0.29	9.31	9.31	184.79
30.5.2002	00:00:00	0	12.47	12.47	149.97
31.5.2002	00:00:00	8.95	10.27	10.27	172.65
1.6.2002	00:00:00	2.02	7.32	7.32	140.87
2.6.2002	00:00:00	0.68	8.24	8.24	107.05
3.6.2002	00:00:00	0	12.74	12.74	90.55
4.6.2002	00:00:00	0	16.22	16.22	108.50
5.6.2002	00:00:00	0	16.64	16.64	103.46
6.6.2002	00:00:00	0	17.36	17.36	93.93
7.6.2002	00:00:00	0	17.99	17.99	78.73
8.6.2002	00:00:00	0.03	18.05	18.05	62.23
9.6.2002	00:00:00	0.13	15.95	15.95	60.99
10.6.2002	00:00:00	0.03	16.96	16.96	55.04
11.6.2002	00:00:00	0	14.44	14.44	59.42
12.6.2002	00:00:00	2.32	14.18	14.18	59.72
13.6.2002	00:00:00	9.83	9.74	9.74	72.79
14.6.2002	00:00:00	5.65	7.43	7.43	61.62
15.6.2002	00:00:00	0.59	7.31	7.31	51.78
16.6.2002	00:00:00	0.23	10.63	10.63	36.12
17.6.2002	00:00:00	0.61	9.21	9.21	33.92
18.6.2002	00:00:00	1	11.57	11.57	29.73
19.6.2002	00:00:00	4.37	11.57	11.57	32.07
20.6.2002	00:00:00	5.96	10.79	10.79	35.79
21.6.2002	00:00:00	0.06	11.03	11.03	23.68
22.6.2002	00:00:00	1.24	8.31	8.31	20.13
23.6.2002	00:00:00	1.17	9.50	9.50	20.47
24.6.2002	00:00:00	7.27	8.70	8.70	40.41
25.6.2002	00:00:00	1.86	8.05	8.05	34.87
26.6.2002	00:00:00	3.69	8.03	8.03	32.21
27.6.2002	00:00:00	0.78	9.45	9.45	28.28
28.6.2002	00:00:00	10.48	9.15	9.15	65.82
29.6.2002	00:00:00	5.65	8.14	8.14	89.98
30.6.2002	00:00:00	0.94	8.27	8.27	53.52
1.7.2002	00:00:00	0.06	7.97	7.97	38.16
2.7.2002	00:00:00	0.66	9.76	9.76	28.48
3.7.2002	00:00:00	0.09	11.11	11.11	23.14
4.7.2002	00:00:00	0.13	10.36	10.36	18.90
5.7.2002	00:00:00	1.53	11.66	11.66	19.03
6.7.2002	00:00:00	7.76	9.09	9.09	45.63
7.7.2002	00:00:00	14.65	6.17	6.17	153.65
8.7.2002	00:00:00	1.14	7.91	7.91	74.38
9.7.2002	00:00:00	0.58	11.38	11.38	39.33
10.7.2002	00:00:00	0.87	16.22	16.22	27.19
11.7.2002	00:00:00	5.24	17.38	17.38	29.13
12.7.2002	00:00:00	4.56	14.51	14.51	41.85
13.7.2002	00:00:00	2.96	11.01	11.01	39.56
14.7.2002	00:00:00	3.01	12.77	12.77	28.48
15.7.2002	00:00:00	2.12	12.10	12.10	26.43
16.7.2002	00:00:00	2.45	12.38	12.38	23.91
17.7.2002	00:00:00	3.87	13.22	13.22	20.79
18.7.2002	00:00:00	5.73	9.90	9.90	50.67
19.7.2002	00:00:00	1.44	12.55	12.55	52.47
20.7.2002	00:00:00	4.13	12.72	12.72	94.73
21.7.2002	00:00:00	0.23	10.97	10.97	54.87
22.7.2002	00:00:00	0	13.73	13.73	30.57
23.7.2002	00:00:00	6.72	12.60	12.60	39.40
24.7.2002	00:00:00	6.71	9.82	9.82	109.89
25.7.2002	00:00:00	3.66	8.85	8.85	100.56
26.7.2002	00:00:00	0.66	9.10	9.10	61.30
27.7.2002	00:00:00	0.62	9.52	9.52	42.20
28.7.2002	00:00:00	0	13.13	13.13	27.25
29.7.2002	00:00:00	2.51	17.38	17.38	20.04
30.7.2002	00:00:00	0.86	14.80	14.80	17.74
31.7.2002	00:00:00	0.45	17.45	17.45	22.55
1.8.2002	00:00:00	8.27	16.30	16.30	39.94
2.8.2002	00:00:00	0.03	12.14	12.14	22.56
3.8.2002	00:00:00	0	15.10	15.10	15.69
4.8.2002	00:00:00	0.06	15.37	15.37	13.22
5.8.2002	00:00:00	0	13.81	13.81	12.74
6.8.2002	00:00:00	0	15.41	15.41	12.14
7.8.2002	00:00:00	0	15.24	15.24	10.84
8.8.2002	00:00:00	0	15.06	15.06	9.24
9.8.2002	00:00:00	2.07	14.69	14.69	8.92
10.8.2002	00:00:00	0	16.72	16.72	7.64
11.8.2002	00:00:00	0	16.34	16.34	6.11
12.8.2002	00:00:00	0.59	15.58	15.58	5.77
13.8.2002	00:00:00	10.44	15.79	15.79	6.42
14.8.2002	00:00:00	0.89	13.50	13.50	10.82
15.8.2002	00:00:00	0.42	10.79	10.79	9.07
16.8.2002	00:00:00	0	14.86	14.86	7.55
17.8.2002	00:00:00	2.17	14.41	14.41	6.83
18.8.2002	00:00:00	0	16.58	16.58	6.63
19.8.2002	00:00:00	0	19.02	19.02	5.68
20.8.2002	00:00:00	0	19.20	19.20	5.34
21.8.2002	00:00:00	0	17.44	17.44	5.28
22.8.2002	00:00:00	0	16.12	16.12	5.19
23.8.2002	00:00:00	0	16.11	16.11	5.06
24.8.2002	00:00:00	0	16.49	16.49	4.84
25.8.2002	00:00:00	0	17.73	17.73	4.59
26.8.2002	00:00:00	0.01	15.46	15.46	4.32
27.8.2002	00:00:00	0	12.80	12.80	4.06
28.8.2002	00:00:00	3	11.32	11.32	3.93
29.8.2002	00:00:00	0.15	9.52	9.52	3.92
30.8.2002	00:00:00	1.1	12.30	12.30	3.91
31.8.2002	00:00:00	3.7	10.92	10.92	4.29
1.9.2002	00:00:00	7.32	7.84	7.84	8.18
2.9.2002	00:00:00	5.69	8.17	8.17	12.61
3.9.2002	00:00:00	3.61	10.28	10.28	11.94
4.9.2002	00:00:00	0.03	13.24	13.24	9.74
5.9.2002	00:00:00	1.16	13.10	13.10	7.72
6.9.2002	00:00:00	0.02	9.90	9.90	6.53
7.9.2002	00:00:00	2.21	9.45	9.45	5.97
8.9.2002	00:00:00	0.11	9.43	9.43	5.93
9.9.2002	00:00:00	0	10.59	10.59	5.96
10.9.2002	00:00:00	0	9.41	9.41	5.49
11.9.2002	00:00:00	0	10.89	10.89	4.98
12.9.2002	00:00:00	0	11.18	11.18	4.56
13.9.2002	00:00:00	4.51	11.12	11.12	4.65
14.9.2002	00:00:00	5.33	9.60	9.60	21.54
15.9.2002	00:00:00	2.07	5.12	5.12	28.62
16.9.2002	00:00:00	11.25	6.34	6.34	65.22
17.9.2002	00:00:00	4.77	7.57	7.57	85.31
18.9.2002	00:00:00	5.03	5.68	5.68	141.69
19.9.2002	00:00:00	8.15	4.13	4.13	125.77
20.9.2002	00:00:00	0.75	2.78	2.78	54.36
21.9.2002	00:00:00	1.54	2.80	2.80	34.07
22.9.2002	00:00:00	6.74	3.25	3.25	56.55
23.9.2002	00:00:00	0.95	0.61	0.61	41.01
24.9.2002	00:00:00	7.42	1.27	1.27	72.54
25.9.2002	00:00:00	7.89	2.94	2.94	102.60
26.9.2002	00:00:00	2.02	-2.37	-2.37	66.44
27.9.2002	00:00:00	0	-1.37	-1.37	40.27
28.9.2002	00:00:00	2.18	3.47	3.47	38.20
29.9.2002	00:00:00	3.2	7.43	7.43	86.67
30.9.2002	00:00:00	4.39	6.58	6.58	139.31
1.10.2002	00:00:00	9.83	3.39	3.39	156.68
2.10.2002	00:00:00	0	0.24	0.24	71.37
3.10.2002	00:00:00	1.12	3.45	3.45	50.95
4.10.2002	00:00:00	0.22	7.00	7.00	43.63
5.10.2002	00:00:00	7.83	5.60	5.60	91.40
6.10.2002	00:00:00	8.45	2.49	2.49	116.09
7.10.2002	00:00:00	1.12	-1.83	-1.83	68.20
8.10.2002	00:00:00	0	-4.05	-4.05	37.27
9.10.2002	00:00:00	0	-2.53	-2.53	27.05
10.10.2002	00:00:00	0	-3.27	-3.27	22.75
11.10.2002	00:00:00	0	-1.69	-1.69	20.36
12.10.2002	00:00:00	0	-1.84	-1.84	17.40
13.10.2002	00:00:00	0	-0.73	-0.73	15.13
14.10.2002	00:00:00	0	-1.01	-1.01	13.86
15.10.2002	00:00:00	0	-0.70	-0.70	12.72
16.10.2002	00:00:00	0	-4.03	-4.03	10.48
17.10.2002	00:00:00	1.54	-3.83	-3.83	11.02
18.10.2002	00:00:00	1.06	-4.70	-4.70	13.57
19.10.2002	00:00:00	0	-9.79	-9.79	10.00
20.10.2002	00:00:00	0.7	-6.78	-6.78	11.19
21.10.2002	00:00:00	2.07	-4.66	-4.66	14.58
22.10.2002	00:00:00	0	-6.83	-6.83	8.72
23.10.2002	00:00:00	2.17	-4.60	-4.60	12.04
24.10.2002	00:00:00	2.17	-0.43	-0.43	12.14
25.10.2002	00:00:00	0.69	0.50	0.50	10.46
26.10.2002	00:00:00	1.12	2.18	2.18	10.91
27.10.2002	00:00:00	0.98	1.30	1.30	14.63
28.10.2002	00:00:00	0.73	-2.31	-2.31	14.90
29.10.2002	00:00:00	3.29	-2.69	-2.69	13.92
30.10.2002	00:00:00	3.43	-1.74	-1.74	13.20
31.10.2002	00:00:00	0.01	-3.66	-3.66	11.28
1.11.2002	00:00:00	5.45	-1.50	-1.50	12.58
2.11.2002	00:00:00	0	-5.34	-5.34	12.70
3.11.2002	00:00:00	0	-9.15	-9.15	4.55
4.11.2002	00:00:00	0	-10.91	-10.91	3.68
5.11.2002	00:00:00	0	-12.71	-12.71	4.41
6.11.2002	00:00:00	0.33	-8.40	-8.40	13.15
7.11.2002	00:00:00	4.18	-0.95	-0.95	16.08
8.11.2002	00:00:00	1.59	-2.21	-2.21	15.60
9.11.2002	00:00:00	0.05	-3.26	-3.26	14.57
10.11.2002	00:00:00	0	-7.54	-7.54	12.56
11.11.2002	00:00:00	0	-9.34	-9.34	7.96
12.11.2002	00:00:00	0	-12.74	-12.74	4.95
13.11.2002	00:00:00	0.01	-12.42	-12.42	6.16
